Etablissement,Ville,Département,Sélectif,Type de formation,Filière sélectionnée
Lycée général et technologique Emmanuel Mounier,Angers,49.0,True,BTS,Négociation et digitalisation de la Relation Client
IFEPSA - Facultés libres de l'ouest - UCO,Les Ponts-de-Cé,49.0,True,Licence,STAPS
Lycée Alexis De Tocqueville,Cherbourg-en-Cotentin,50.0,True,BTS,Maintenance des systèmes - option A Systèmes de production
Lycée Alexis De Tocqueville,Cherbourg-en-Cotentin,50.0,True,BTS,Conseil et commercialisation de solutions techniques
Lycée Charles-Francois Lebrun,Coutances,50.0,True,BTS,Négociation et digitalisation de la Relation Client
INSA Rennes,Rennes,35.0,True,Ecole d'Ingénieur,Bac Général
Lycée Robert De Mortain,Mortain-Bocage,50.0,True,BTS,Economie sociale familiale
Lycée Notre Dame De La Providence,Avranches,50.0,True,BTS,Gestion de la PME
Lycée agricole de Coutances,Coutances,50.0,True,BTS,"Analyse, conduite et stratégie de l'entreprise agricole"
Lycée Curie-Corot,Saint-Lô,50.0,True,BTS,Conseil et commercialisation de solutions techniques
Lycée Thomas-Hélye,Cherbourg-en-Cotentin,50.0,True,BTS,Assurance
Lycée Victor Grignard,Cherbourg-en-Cotentin,50.0,True,CPGE,MPSI
IUT GRAND OUEST NORMANDIE - Pôle de Cherbourg - Site de Saint-Lô,Saint-Lô,50.0,True,BUT,Métiers de la Transition et de l'Efficacité Énergétiques
Lycée CLEMENCEAU,Reims,51.0,True,CPGE,MPSI
Lycée Franklin Roosevelt,Reims,51.0,True,CPGE,ECT - Option technologique
Lycée Hugues Libergier,Reims,51.0,True,BTS,Collaborateur juriste notarial
Lycée Hugues Libergier,Reims,51.0,True,BTS,Commerce International
Lycée professionnel Europe,Reims,51.0,True,BTS,Métiers de l'esthétique-cosmétique-parfumerie
Institut Universitaire de Technologie de Reims,Reims,51.0,True,BUT,"Packaging, emballage et conditionnement"
Institut Universitaire de Technologie de Reims,Reims,51.0,True,BUT,Gestion des entreprises et des administrations
Institut Universitaire de Technologie de Reims,Reims,51.0,True,BUT,Management de la Logistique et des Transports
Institut Universitaire de Technologie de Reims,Reims,51.0,True,BUT,Techniques de commercialisation
Lycée St J-B De La Salle,Reims,51.0,True,BTS,Métiers de l'audio-visuel opt : métiers du son
Lycée St J-B De La Salle,Reims,51.0,True,BTS,Métiers de l'audio-visuel opt : gestion de la production
Université de Reims Champagne-Ardenne,Reims,51.0,False,Licence,Droit
Université de Reims Champagne-Ardenne,Reims,51.0,False,Licence,Lettres classiques
Lycée Francois Arago,Reims,51.0,True,BTS,Bâtiment
Lycée Colbert,Reims,51.0,True,BTS,Management Commercial Opérationnel
Lycée Jean TALON,Châlons-en-Champagne,51.0,True,BTS,Management Commercial Opérationnel
Lycée Edme Bouchardon,Chaumont,52.0,True,BTS,Service et prestation des secteurs sanitaire et social
Lycée Victor Hugo,Château-Gontier-sur-Mayenne,53.0,True,BTS,Management Commercial Opérationnel
LGT Réaumur - Lycée des métiers,Laval,53.0,True,BTS,Travaux publics
INSA Lyon,Villeurbanne,69.0,True,Ecole d'Ingénieur,Bac Général
Lycée d'AVESNIERES,Laval,53.0,True,BTS,Communication
Lycée HAUTE-FOLLIS,Laval,53.0,True,BTS,Management Commercial Opérationnel
Lycée HAUTE-FOLLIS,Laval,53.0,True,BTS,Comptabilité et gestion
Lycée agricampus de Laval,Laval,53.0,True,BTS,"Analyse, conduite et stratégie de l'entreprise agricole"
I.U.T. Laval,Laval,53.0,True,BUT,Techniques de commercialisation
Lycée Alfred Mezieres,Longwy,54.0,True,BTS,Conception et industrialisation en microtechniques
Lycée Ernest Bichat,Lunéville,54.0,True,BTS,Banque
Lycée Henri Poincaré,Nancy,54.0,True,CPGE,BCPST
Lycée Henri Poincaré,Nancy,54.0,True,CPGE,Lettres
Lycée Frédéric Chopin,Nancy,54.0,True,BTS,Management Commercial Opérationnel
Lycée Georges de la Tour,Nancy,54.0,True,BTS,Collaborateur juriste notarial
Lycée Henri Loritz,Nancy,54.0,True,CPGE,PCSI
Lycée Henri Loritz,Nancy,54.0,True,CPGE,PTSI
Lycée Henri Loritz,Nancy,54.0,True,BTS,Géologie appliquée
Lycée Henri Loritz,Nancy,54.0,True,BTS,Conception de produits industriels
Lycée Arthur Varoquaux,Tomblaine,54.0,True,BTS,Métiers de l'eau
Lycée Louis Majorelle,Toul,54.0,True,BTS,Gestion des transports et logistique associée
I.U.T de Nancy-Brabois - Université de Lorraine,Villers-lès-Nancy,54.0,True,BUT,Génie mécanique et productique
IUT de Nancy Brabois - Université de Lorraine - Antenne de Lunéville,Lunéville,54.0,True,BUT,"Qualité, logistique industrielle et organisation"
I.U.T de Nancy-Brabois - Université de Lorraine,Villers-lès-Nancy,54.0,True,BUT,Génie biologique parcours biologie médicale et biotechnologie
Lycée Notre Dame Saint Sigisbert,Nancy,54.0,True,CPGE,B/L - Lettres et sciences sociales
I.U.T Nancy-Charlemagne - Université de Lorraine,Nancy,54.0,True,BUT,Métiers du multimédia et de l'internet
Université de Lorraine - Site de Nancy,Nancy,54.0,False,Licence,Sciences et Techniques des Activités Physiques et Sportives
Université de Lorraine - Site de Nancy,Nancy,54.0,False,Licence,Administration économique et sociale
Université de Lorraine - Site de Nancy,Nancy,54.0,False,Licence,Anglais - Espagnol
Université de Lorraine - Site de Nancy,Nancy,54.0,False,Licence,Lettres classiques
Université de Lorraine - Site de Nancy,Nancy,54.0,False,Licence,Géographie et aménagement
Université de Lorraine - Site de Nancy,Nancy,54.0,False,Licence,Sociologie
Université de Lorraine - Site de Nancy,Nancy,54.0,False,Licence,Psychologie
ENSIL-ENSCI - Partenaire INSA,Limoges,87.0,True,Ecole d'Ingénieur,Bac Général
Lycée Jean-Auguste Margueritte,Verdun,55.0,True,BTS,Service et prestation des secteurs sanitaire et social
Lycée Broceliande,Guer,56.0,True,BTS,Gestion des transports et logistique associée
Lycée Dupuy De Lôme,Lorient,56.0,True,CPGE,PCSI
Lycée Dupuy De Lôme,Lorient,56.0,True,BTS,Support à l'action managériale
Lycée Dupuy De Lôme,Lorient,56.0,True,BTS,Assurance
Lycée Dupuy De Lôme,Lorient,56.0,True,BTS,Comptabilité et gestion
Lycée Jean-Baptiste Colbert,Lorient,56.0,True,BTS,Conception de produits industriels
Lycée Jean-Baptiste Colbert,Lorient,56.0,True,BTS,Electrotechnique
Lycée St Paul,Vannes,56.0,True,BTS,Comptabilité et gestion
Lycée St Joseph,Vannes,56.0,True,BTS,Maintenance des systèmes - option A Systèmes de production
Lycée St Joseph,Vannes,56.0,True,BTS,Assistance technique d'ingénieur
Lycée Notre Dame Le Menimur,Vannes,56.0,True,BTS,Economie sociale familiale
Lycée agricole La Touche,Ploërmel,56.0,True,BTS,productions animales
I.U.T de Vannes,Vannes,56.0,True,BUT,Techniques de commercialisation
I.U.T de Lorient,Lorient,56.0,True,BUT,Métiers de la Transition et de l'Efficacité Énergétiques
Lycée professionnel Agricole horticoles de Kerplouz,Auray,56.0,True,BTS,Aménagements paysagers
Lycée Saint François-Xavier,Vannes,56.0,True,CPGE,B/L - Lettres et sciences sociales
Université de Bretagne Sud - Site de Lorient,Lorient,56.0,False,Licence,LEA Anglais-Allemand
Lycée Antoine De Saint-Exupery,Fameck,57.0,True,BTS,Négociation et digitalisation de la Relation Client
Lycée Fabert,Metz,57.0,True,CPGE,PCSI
Lycée Robert Schuman,Metz,57.0,True,BTS,Gestion de la PME
Lycée Robert Schuman,Metz,57.0,True,BTS,Comptabilité et gestion
Lycée Louis Vincent,Metz,57.0,True,BTS,Conception de produits industriels
Lycée Jean-Victor Poncelet,Saint-Avold,57.0,True,BTS,Comptabilité et gestion
Lycée agricole Metz-Courcelles-Chaussy,Courcelles-Chaussy,57.0,True,BTS,Agronomie et cultures durables
Lycée Mangin,Sarrebourg,57.0,True,BTS,Management Commercial Opérationnel
Lycée Jean De Pange,Sarreguemines,57.0,True,BTS,Commerce International
Lycée Henri Nominé,Sarreguemines,57.0,True,BTS,Maintenance des systèmes - option A Systèmes de production
Lycée agricole du Val de Seille,Château-Salins,57.0,True,BTS,"Analyse, conduite et stratégie de l'entreprise agricole"
I.U.T de Metz - Université de Lorraine,Metz,57.0,True,BUT,Informatique
I.U.T de Metz - Université de Lorraine,Metz,57.0,True,BUT,Gestion des entreprises et des administrations
Lycée Notre Dame,Peltre,57.0,True,BTS,Négociation et digitalisation de la Relation Client
Lycée Felix Mayer,Creutzwald,57.0,True,BTS,Gestion de la PME
INSA Toulouse,Toulouse,31.0,True,Ecole d'Ingénieur,bac STI2D
Université de Lorraine - Site de Metz,Metz,57.0,True,Licence,Arts plastiques
Université de Lorraine - Site de Metz,Metz,57.0,False,Licence,Sociologie
Lycée des Métiers Gustave Eiffel,Talange,57.0,True,BTS,Enveloppe des bâtiments : conception et réalisation
Lycée des Métiers Gustave Eiffel,Talange,57.0,True,BTS,"Fluide, énergie, domotique - option A génie climatique et fluidique"
Lycée des Métiers Gustave Eiffel,Talange,57.0,True,BTS,Motorisations toutes énergies
Lycée Georges De La Tour,Metz,57.0,True,CPGE,Lettres
Lycée Raoul Follereau,Nevers,58.0,True,BTS,Comptabilité et gestion
Lycée agricole de Nevers Challuy,Nevers,58.0,True,BTS,productions animales
Centre scolaire Notre-Dame,Nevers,58.0,True,BTS,Service et prestation des secteurs sanitaire et social
Centre scolaire Notre-Dame,Nevers,58.0,True,BTS,Maintenance des véhicules option voitures particulières
Lycée Paul Hazard,Armentières,59.0,True,BTS,Négociation et digitalisation de la Relation Client
Lycée Paul Hazard,Armentières,59.0,True,BTS,Gestion de la PME
Lycée Gustave Eiffel,Armentières,59.0,True,BTS,Conception de produits industriels
Lycée Gustave Eiffel,Armentières,59.0,True,BTS,Métiers de la mesure
Lycée Jesse De Forest,Avesnes-sur-Helpe,59.0,True,Autre formation,Hôtellerie restauration
Lycée Paul Duez,Cambrai,59.0,True,BTS,Professions immobilières
Lycée Jean-Baptiste Corot,Douai,59.0,True,BTS,Commerce International
Lycée Jean Bart,Dunkerque,59.0,True,CPGE,MPSI
Lycée Jean Bart,Dunkerque,59.0,True,CPGE,PCSI
Lycée De L'Europe,Dunkerque,59.0,True,BTS,Electrotechnique
Lycée Auguste Angellier,Dunkerque,59.0,True,BTS,Commerce International
Iteem,Villeneuve-d'Ascq,59.0,True,Ecole d'Ingénieur,Formation d'ingénieur Bac + 5
Lycée Faidherbe,Lille,59.0,True,CPGE,PCSI
Lycée Faidherbe,Lille,59.0,True,CPGE,Lettres
Lycée Cesar Baggio,Lille,59.0,True,CPGE,PCSI
Lycée Cesar Baggio,Lille,59.0,True,BTS,Electrotechnique
Lycée Valentine Labbe,La Madeleine,59.0,True,CPGE,TB
Lycée Valentine Labbe,La Madeleine,59.0,True,BTS,Analyses de biologie médicale
Cité Scolaire Pierre Forest,Maubeuge,59.0,True,BTS,Conception et réalisation en chaudronnerie industrielle
Lycée Jean Rostand,Roubaix,59.0,True,BTS,Métiers de l'audio-visuel opt : métiers du son
Lycée Colbert,Tourcoing,59.0,True,BTS,Maintenance des systèmes - option A Systèmes de production
Lycée Colbert,Tourcoing,59.0,True,BTS,"Cybersécurité, Informatique et réseaux, ELectronique - Option B : Electronique et réseaux"
Lycée Sévigné,Tourcoing,59.0,True,BTS,Economie sociale familiale
Lycée Henri Wallon,Valenciennes,59.0,True,CPGE,MPSI
Lycée Henri Wallon,Valenciennes,59.0,True,BTS,Support à l'action managériale
Lycée Antoine Watteau,Valenciennes,59.0,True,BTS,Commerce International
Lycée Du Hainaut,Valenciennes,59.0,True,BTS,Maintenance des véhicules option voitures particulières
Lycée Emile Zola,Wattrelos,59.0,True,BTS,Support à l'action managériale
Lycée professionnel GUY DEBEYRE,Dunkerque,59.0,True,BTS,Gestion des transports et logistique associée
Lycée Gaston Berger,Lille,59.0,True,BTS,Gestion des transports et logistique associée
Lycée Gaston Berger,Lille,59.0,True,BTS,Négociation et digitalisation de la Relation Client
Lycée Gaston Berger,Lille,59.0,True,BTS,Assurance
Lycée Saint Rémi,Roubaix,59.0,True,BTS,Conseil et commercialisation de solutions techniques
Lycée Saint Rémi,Roubaix,59.0,True,BTS,Communication
Lycée Saint Rémi,Roubaix,59.0,True,BTS,Services informatiques aux organisations
Institution Saint Jude,Armentières,59.0,True,BTS,Commerce International
Lycée Jeanne D'Arc,Aulnoye-Aymeries,59.0,True,BTS,Management en hôtellerie restauration
Lycée Dampierre,Valenciennes,59.0,True,BTS,Comptabilité et gestion
I.U.T. de Valenciennes,Aulnoy-lez-Valenciennes,59.0,True,BUT,Génie électrique et informatique industrielle
I.U.T. de Valenciennes,Aulnoy-lez-Valenciennes,59.0,True,BUT,Génie mécanique et productique
Lycée Vauban,Dunkerque,59.0,True,BTS,Gestion de la PME
Lycée Vauban,Dunkerque,59.0,True,BTS,Comptabilité et gestion
Lycée Deforest De Lewarde,Douai,59.0,True,BTS,Support à l'action managériale
Lycée Saint Pierre,Fourmies,59.0,True,BTS,Management Commercial Opérationnel
Lycée polyvalent privé La Salle,Lille,59.0,True,CPGE,MPSI
"Lycée de la Nature et des Biotechnologies, Douai Bio Tech'",Douai,59.0,True,BTS,"Analyses biologiques, biotechnologiques, agricoles et environnementales"
Institut agricole de Genech,Genech,59.0,True,BTS,productions animales
Institut agricole de Genech,Genech,59.0,True,BTS,Agronomie et cultures durables
Université Polytechnique Hauts-de-France,Aulnoy-lez-Valenciennes,59.0,False,Licence,"Physique, chimie"
Université Polytechnique Hauts-de-France,Aulnoy-lez-Valenciennes,59.0,False,Licence,"Génie Civil, Architectural et Urbain"
Université Polytechnique Hauts-de-France,Aulnoy-lez-Valenciennes,59.0,True,Licence,Arts plastiques
Université Polytechnique Hauts-de-France,Aulnoy-lez-Valenciennes,59.0,False,Licence,"Espagnol : Langue, Littérature et Civilisation Étrangère"
Lycée agricole et horticole de Lomme,Lille,59.0,True,BTS,Aménagements paysagers
Université de Lille,Lille,59.0,True,Autre formation,Technologies de l'organisation dans les professions de santé
Université de Lille,Lille,59.0,False,Licence,Allemand
Université de Lille,Lille,59.0,False,Licence,Néerlandais
Université de Lille,Lille,59.0,False,Licence,Portugais
Université de Lille,Lille,59.0,False,Licence,Philosophie - Sociologie
Université de Lille,Lille,59.0,True,Licence,Préparation aux concours d'entrée des I.E.P.
Université de Lille,Lille,59.0,True,Licence,"Économie, statistique, modélisation"
lycée E.P.I.D.,Dunkerque,59.0,True,BTS,Electrotechnique
IUT de l'Université de Lille - site de Tourcoing,Tourcoing,59.0,True,BUT,Management de la Logistique et des Transports
IUT de l'Université de Lille - site de Tourcoing,Tourcoing,59.0,True,BUT,Carrières sociales parcours villes et territoires durables
Lycée Raymond Queneau,Villeneuve-d'Ascq,59.0,True,BTS,Management Commercial Opérationnel
Lycée Du Noordover,Grande-Synthe,59.0,True,BTS,Conseil et commercialisation de solutions techniques
Université de Lille,Lille,59.0,False,Licence,Anglais chinois appliqués aux affaires
Lycée Jean Prouve,Lille,59.0,True,BTS,Enveloppe des bâtiments : conception et réalisation
Lycée Jean Prouve,Lille,59.0,True,BTS,Management économique de la construction
Lycée André Lurçat,Maubeuge,59.0,True,BTS,Conseil et commercialisation de solutions techniques
Lycée André Lurçat,Maubeuge,59.0,True,BTS,Management Commercial Opérationnel
I.U.T. de Valenciennes - Site de Cambrai,Cambrai,59.0,True,BUT,Techniques de commercialisation
Lycée Felix Faure,Beauvais,60.0,True,BTS,Support à l'action managériale
Lycée Paul Langevin,Beauvais,60.0,True,BTS,Maintenance des systèmes - option A Systèmes de production
Lycée Jean Rostand,Chantilly,60.0,True,BTS,Support à l'action managériale
Lycée CASSINI,Clermont,60.0,True,BTS,Comptabilité et gestion
Lycée Pierre d'Ailly,Compiègne,60.0,True,CPGE,PCSI
Lycée Mireille Grenet,Compiègne,60.0,True,BTS,Conception et Réalisation de Systèmes Automatiques
Lycée Général et Technologique Jean-Paul II,Compiègne,60.0,True,BTS,Commerce International
Lycée Jean Monnet,Crépy-en-Valois,60.0,True,BTS,Management Commercial Opérationnel
Lycée CONDORCET,Méru,60.0,True,BTS,Gestion de la PME
I.U.T de l'Oise - Site de Beauvais,Beauvais,60.0,True,BUT,Techniques de commercialisation
Lycée Leclerc Navarre,Alençon,61.0,True,BTS,Négociation et digitalisation de la Relation Client
Lycée Jean Guehenno,Flers,61.0,True,BTS,Conception des processus de réalisation de produits (1ère année commune)
Lycée Saint Thomas D'Aquin,Flers,61.0,True,BTS,Management Commercial Opérationnel
MFREO de la Ferté Macé,La Ferté Macé,61.0,True,BTS,Technico-commercial - Spécialité univers jardins et animaux de compagnie
Lycée Robespierre,Arras,62.0,True,CPGE,PCSI
Lycée Louis Blaringhem,Béthune,62.0,True,BTS,Commerce International
Lycée Andre Malraux,Béthune,62.0,True,BTS,Conception de produits industriels
Lycée Carnot,Bruay-la-Buissière,62.0,True,BTS,Conseil et commercialisation de solutions techniques
Lycée Pierre De Coubertin,Calais,62.0,True,BTS,Management Commercial Opérationnel
Lycée Sophie Berthelot,Calais,62.0,True,BTS,Négociation et digitalisation de la Relation Client
Lycée Diderot,Carvin,62.0,True,BTS,Comptabilité et gestion
Lycée Fernand Darchicourt,Hénin-Beaumont,62.0,True,BTS,Gestion des transports et logistique associée
Lycée Auguste Behal,Lens,62.0,True,BTS,Maintenance des systèmes - option A Systèmes de production
Lycée Auguste Behal,Lens,62.0,True,BTS,Electrotechnique
Lycée Henri Darras,Liévin,62.0,True,BTS,Contrôle industriel et régulation automatique
Lycée Henri Darras,Liévin,62.0,True,BTS,Négociation et digitalisation de la Relation Client
Lycée Alexandre Ribot,Saint-Omer,62.0,True,BTS,Comptabilité et gestion
Université du littoral - Site de Calais -,Calais,62.0,False,Licence,Mathématiques
Lycée Guy Mollet,Arras,62.0,True,BTS,Comptabilité et gestion
Lycée professionnel Savary - Ferry,Arras,62.0,True,BTS,Métiers de l'esthétique-cosmétique-parfumerie
Lycée Baudimont Saint-Charles,Arras,62.0,True,BTS,Gestion de la PME
I.U.T. de Béthune,Béthune,62.0,True,BUT,Génie mécanique et productique
Lycée Mariette,Boulogne-sur-Mer,62.0,True,CPGE,Lettres
Lycée professionnel Agricole Sainte Marie,Aire-sur-la-Lys,62.0,True,BTS,"Développement, animation des territoires ruraux"
Institut Saint Eloi,Bapaume,62.0,True,BTS,"Analyse, conduite et stratégie de l'entreprise agricole"
Lycée Marguerite Yourcenar,Beuvry,62.0,True,BTS,Diététique
Université du littoral - Site de Boulogne-sur-Mer,Boulogne-sur-Mer,62.0,False,Licence,Economie et gestion
ISEN Brest,Brest,29.0,True,Ecole d'Ingénieur,Bacs généraux - 2 Sciences
Université d'Artois - Site d'Arras,Arras,62.0,False,Licence,Anglais/Chinois - LEA
IG2I,Lens,62.0,True,Ecole d'Ingénieur,"bac S,STI2D"
Université d'Artois - Site de Liévin,Liévin,62.0,False,Licence,Entraînement sportif - Education et Motricité - Activité Physique adaptée pour la Santé
